age_group,education,gender,nationality,electoral_district,unit,N
65-74,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,907
65-74,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,777
65-74,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1138
65-74,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,359
65-74,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,422
65-74,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1077
65-74,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,396
65-74,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,529
65-74,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2099
65-74,Higher education,Female,Estonian,Tartu linn,Tartu linn,1323
65-74,Basic education,Female,Estonian,Tartu linn,Tartu linn,411
65-74,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1437
65-74,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,665
65-74,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,489
65-74,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,961
65-74,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,251
65-74,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,278
65-74,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1887
65-74,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,564
65-74,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,528
65-74,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1384
65-74,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,348
65-74,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,337
65-74,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,472
65-74,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,406
65-74,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,40
65-74,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,228
65-74,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,354
65-74,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,21
65-74,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,167
65-74,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,164
65-74,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,18
65-74,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,2000
65-74,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1225
65-74,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,146
65-74,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,547
65-74,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,387
65-74,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,33
65-74,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,139
65-74,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,101
65-74,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,22
65-74,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,73
65-74,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,88
65-74,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,6
65-74,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,594
65-74,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,342
65-74,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,62
65-74,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,807
65-74,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,395
65-74,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,112
65-74,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,8
65-74,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
65-74,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,2
65-74,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,2857
65-74,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1246
65-74,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,234
65-74,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,153
65-74,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,32
65-74,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,55
65-74,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,87
65-74,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,12
65-74,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,26
65-74,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,95
65-74,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,33
65-74,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,24
65-74,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,310
65-74,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,62
65-74,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,77
65-74,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,50
65-74,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,17
65-74,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,25
65-74,Secondary education,Female,Other,Pärnumaa,Pärnumaa,427
65-74,Higher education,Female,Other,Pärnumaa,Pärnumaa,143
65-74,Basic education,Female,Other,Pärnumaa,Pärnumaa,75
65-74,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,111
65-74,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,26
65-74,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,36
65-74,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,22
65-74,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,7
65-74,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,11
65-74,Secondary education,Female,Other,Tartu linn,Tartu linn,584
65-74,Higher education,Female,Other,Tartu linn,Tartu linn,275
65-74,Basic education,Female,Other,Tartu linn,Tartu linn,118
65-74,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,215
65-74,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,57
65-74,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,66
65-74,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,175
65-74,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,44
65-74,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,25
65-74,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,165
65-74,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,34
65-74,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,52
65-74,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,82
65-74,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,25
65-74,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,26
75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,274
75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,315
75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,131
75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,232
75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,420
75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,102
75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,228
75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,256
75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,101
75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,355
75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,313
75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,206
75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,553
75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,541
75+,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,295
75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,331
75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,409
75+,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,149
75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,110
75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,156
75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,51
75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,207
75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,195
75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,122
75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1058
75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,801
75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,956
75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,68
75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,58
75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,112
75+,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,359
75+,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,133
75+,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,376
75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,348
75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,140
75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,488
75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,321
75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,128
75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,463
75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,145
75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,95
75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,273
75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,537
75+,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,183
75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,761
75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,280
75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,122
75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,438
75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,918
75+,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,383
75+,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,1098
75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,311
75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,138
75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,407
75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,282
75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,137
75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,613
75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,785
75+,Higher education,Male,Estonian,Tartu linn,Tartu linn,739
75+,Basic education,Male,Estonian,Tartu linn,Tartu linn,575
75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,450
75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,291
75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,607
75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,297
75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,108
75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,378
75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,533
75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,252
75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,680
75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,379
75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,138
75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,486
75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,68
75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,101
75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,16
75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,24
75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,84
75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,6
75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,28
75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,37
75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,11
75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,147
75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,138
75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,52
75+,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,111
75+,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,98
75+,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,30
75+,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,21
75+,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,30
75+,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,7
75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,10
75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,22
75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,1
75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,69
75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,65
75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,23
75+,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,92
75+,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,66
75+,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,63
75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
75+,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,263
75+,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,209
75+,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,150
75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,17
75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,8
75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,40
75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,14
75+,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,9
75+,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,14
75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,17
75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,4
75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,12
75+,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,34
75+,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,8
75+,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,43
75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,5
75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,2
75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,17
75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,78
75+,Higher education,Male,Other,Pärnumaa,Pärnumaa,26
75+,Basic education,Male,Other,Pärnumaa,Pärnumaa,37
75+,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,15
75+,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,4
75+,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,24
75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,5
75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4
75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,5
75+,Secondary education,Male,Other,Tartu linn,Tartu linn,82
75+,Higher education,Male,Other,Tartu linn,Tartu linn,57
75+,Basic education,Male,Other,Tartu linn,Tartu linn,57
75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,37
75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,15
75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,50
75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,22
75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,3
75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,9
75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,18
75+,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,4
75+,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,26
75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,17
75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,9
75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,25
75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,776
75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,512
75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,274
75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,745
75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,785
75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,218
75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,645
75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,477
75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,263
75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1113
75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,522
75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,510
75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1924
75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1122
75+,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,686
75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,913
75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,691
75+,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,323
75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,340
75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,246
75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,107
75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,729
75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,366
75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,348
75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2789
75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1232
75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1940
75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,230
75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,97
75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,295
75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1054
75+,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,254
75+,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,752
75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,961
75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,241
75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,951
75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1060
75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,284
75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,892
75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,579
75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,211
75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,566
75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1703
75+,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,439
75+,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1521
75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,784
75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,222
75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,856
75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,2709
75+,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,802
75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,2383
75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,888
75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,277
75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,926
75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,906
75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,245
75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1188
75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2467
75+,Higher education,Female,Estonian,Tartu linn,Tartu linn,1404
75+,Basic education,Female,Estonian,Tartu linn,Tartu linn,1237
75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1269
75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,443
75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1244
75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,954
75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,214
75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,693
75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1578
75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,510
75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1257
75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1154
75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,278
75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1094
75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,282
75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,204
75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,97
75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,160
75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,204
75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,55
75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,121
75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,104
75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,53
75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,744
75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,423
75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,290
75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,448
75+,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,311
75+,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,190
75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,89
75+,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,49
75+,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,59
